X,species,genus,family,status,category,effort_corrected_abund,raw_abund,species_underscore,category_binary,pollination,poll_binary
Tetragonotheca_ludoviciana,Tetragonotheca ludoviciana,Tetragonotheca,Asteraceae,bind,nonhost,0.003624926,50,Tetragonotheca_ludoviciana,0,biotic,2
Tetrazygia_bicolor,Tetrazygia bicolor,Tetrazygia,Melastomataceae,bind,nonhost,0.002875546,75,Tetrazygia_bicolor,0,biotic,2
Thalassia_testudinum,Thalassia testudinum,Thalassia,Hydrocharitaceae,bind,nonhost,0.008408052,60,Thalassia_testudinum,0,abiotic,1
Thermopsis_villosa,Thermopsis villosa,Thermopsis,Fabaceae,bind,nonhost,2.95E-04,8,Thermopsis_villosa,0,biotic,2
Trichostema_nesophilum,Trichostema nesophilum,Trichostema,Lamiaceae,bind,nonhost,0.077907101,1081,Trichostema_nesophilum,0,biotic,2
Triodanis_holzingeri,Triodanis holzingeri,Triodanis,Campanulaceae,bind,specialist_host,0.026220207,653,Triodanis_holzingeri,1,biotic,2
Triphora_trianthophoros,Triphora trianthophoros,Triphora,Orchidaceae,bind,nonhost,0.001577776,43,Triphora_trianthophoros,0,biotic,2
Triumfetta_semitriloba,Triumfetta semitriloba,Triumfetta,Malvaceae,bind,nonhost,1.92E-04,5,Triumfetta_semitriloba,0,biotic,2
Verbesina_occidentalis,Verbesina occidentalis,Verbesina,Asteraceae,bind,nonhost,0.084670823,1628,Verbesina_occidentalis,0,biotic,2
Voyria_parasitica,Voyria parasitica,Voyria,Gentianaceae,bind,nonhost,6.52E-04,17,Voyria_parasitica,0,biotic,2
Waldsteinia_lobata,Waldsteinia lobata,Waldsteinia,Rosaceae,bind,specialist_host,0.00537283,115,Waldsteinia_lobata,1,biotic,2
Waltheria_indica,Waltheria indica,Waltheria,Malvaceae,bind,nonhost,0.008951855,110,Waltheria_indica,0,biotic,2
Yeatesia_viridiflora,Yeatesia viridiflora,Yeatesia,Acanthaceae,bind,nonhost,8.15E-04,12,Yeatesia_viridiflora,0,biotic,2
Zigadenus_glaberrimus,Zigadenus glaberrimus,Zigadenus,Melanthiaceae,bind,nonhost,0.019798481,254,Zigadenus_glaberrimus,0,biotic,2
Zinnia_peruviana,Zinnia peruviana,Zinnia,Asteraceae,bind,nonhost,1.54E-04,1,Zinnia_peruviana,0,biotic,2
Zornia_bracteata,Zornia bracteata,Zornia,Fabaceae,bind,nonhost,6.74E-04,11,Zornia_bracteata,0,biotic,2
